code,description
65357-6,Proinsulin sp6 p chal SerPl-sCnc
65358-4,Proinsulin sp7 p chal SerPl-sCnc
6535-9,Deprecated RABV Ag XXX IF-aCnc
65359-2,SHBG pre/p chal SerPl-sCnc
653-6,Gram Stn Ur
65360-0,TSH pre/p chal SerPl-aCnc
65361-8,Phenytoin Album cor SerPl-sCnc
65362-6,Magnesium Album cor SerPl-sCnc
65363-4,Glutathione Bld-sCnc
65364-2,Cortis F/Total MFr SerPl
65365-9,Seizure or convulsion PhenX
65366-7,Seizure disorder or epilepsy PhenX
6536-7,RABV Tiss Cult
65367-5,Other seizure PhenX
65368-3,Uncontrolled movements PhenX
65369-1,Unexplained mental change PhenX
65370-9,Daydream or stare into space PhenX
65371-7,Strobe lights response PhenX
65372-5,Uncontrollable jerking clumsiness PhenX
65373-3,Other repeated unusual spells PhenX
65374-1,Severe headaches past Y PhenX
6537-5,Deprecated RABV Tiss Cult
65375-8,Headache complications PhenX
65376-6,Severe headaches avg freq nRate PhenX
65377-4,Severe headache pain type PhenX
65378-2,How affected by headaches PhenX
65379-0,How long unable to work PhenX
65380-8,Headache freq last 3Mo nRate PhenX
65381-6,# Ds miss school nRate PhenX
65382-4,# Ds reduced productiv nRate PhenX
6538-3,Deprecated RABV Tiss Cult
65383-2,# Ds no housework nRate PhenX
65384-0,Num Ds housework reduced 1/2 nRate PhenX
65385-7,Number Ds missed activities nRate PhenX
65386-5,Age headaches began PhenX
65387-3,Hospital for headaches PhenX
65388-1,Usual headache treatment PhenX
65389-9,Headache prescription med daily PhenX
65390-7,Any other med daily PhenX
6539-1,RABV Spec Cult
65391-5,Last took daily med PhenX
65392-3,Consider headaches migraines PhenX
65393-1,Diagnosed with headache type PhenX
65394-9,Age diagnosed migraines PhenX
65395-6,Hospitalized head injury PhenX
65396-4,Moving vehicle head injury PhenX
65397-2,Head injury memory gap PhenX
65398-0,Head injury fall hit sports PhenX
65399-8,Head injury fight PhenX
65400-4,Explosion head injury PhenX
65401-2,Num other injuries LOC PhenX
65402-0,Other injuries LOC longest PhenX
65403-8,Other injuries LOC >30M PhenX
65404-6,Other injuries LOC age PhenX
65405-3,LOC drug overdose PhenX
65406-1,LOC choked PhenX
65407-9,Hands resting lap PhenX
65408-7,Arm sustention PhenX
6540-9,Deprecated RABV XXX Cult
65409-5,Arms wing position PhenX
65410-3,Pouring water PhenX
65411-1,Drink from spoon PhenX
65412-9,Drinking water PhenX
65413-7,Side PhenX
65414-5,Finger-nose-finger PhenX
65415-2,Open close hand PhenX
65416-0,Pronate supinate hand PhenX
6541-7,Deprecated RABV XXX Cult
65417-8,Tap foot PhenX
65418-6,Jaw at rest PhenX
65419-4,Mouth open PhenX
65420-2,Sustained phonation PhenX
65421-0,Head while seated PhenX
65423-6,Archimedes spirals PhenX
65424-4,Social unreasonable CIDI-SF
6542-5,R prowazek Ab Ser CF-aCnc
65425-1,Social fear stronger others CIDI-SF
65426-9,Agoraphobia faint embarrass CIDI-SF
65427-7,Agoraphobia trapped CIDI-SF
65428-5,Panic life-threatening situation CIDI-SF
65429-3,Agoraphobia no help CIDI-SF
65430-1,Panic not life-threatening situa CIDI-SF
65431-9,Panic number attacks CIDI-SF
65432-7,Panic attack CIDI-SF
6543-3,R rickettsi Ag Tiss IF
65433-5,Panic attack random CIDI-SF
65435-0,OCD unpleasant thoughts germs CIDI-SF
65436-8,OCD thoughts harm ashamed CIDI-SF
65437-6,OCD thoughts unreasonable CIDI-SF
65438-4,OCD thoughts coming back CIDI-SF
65439-2,OCD tell professional thoughts CIDI-SF
654-4,Acid fast Kiny Stn Spec
65440-0,OCD interfere w activities CIDI-SF
6544-1,Rickettsia Genital Cult
65441-8,OCD repeat actions CIDI-SF
65442-6,OCD certain order CIDI-SF
65443-4,OCD counting CIDI-SF
65444-2,OCD repeat words CIDI-SF
65445-9,OCD think actions unnecessary CIDI-SF
65446-7,OCD tell doctor about things CIDI-SF
65447-5,OCD actions interfere activities CIDI-SF
65448-3,Mania intense energy several Ds P-GBI
65449-1,Mania others say child happy P-GBI
65450-9,Mania mood changes rapidly P-GBI
65451-7,Mania intense energy and anxious P-GBI
65452-5,Mania intense energy and rage P-GBI
65453-3,Mania intense energy sleeplessness P-GBI
65454-1,Mania feelings always extreme P-GBI
65455-8,Mania alternating irritable elated P-GBI
65456-6,Mania intense energy and irritable P-GBI
65457-4,Mania feeling today HCL-32
6545-8,Rickettsia Spt Cult
65458-2,Mania compared to others HCL-32
65459-0,Mania other people reaction HCL-32
65460-8,Mania length of highs HCL-32
65461-6,Highs last Y HCL-32
65462-4,Mania number Ds highs nRate HCL-32
65463-2,Bothered CES-DC
65464-0,Not hungry CES-DC
65465-7,Not happy CES-DC
6546-6,Rickettsia Spec Cult
65466-5,Good as other kids CES-DC
65467-3,Not pay attention CES-DC
65468-1,Felt unhappy CES-DC
65469-9,Too tired CES-DC
65470-7,Something good happen CES-DC
65471-5,Things not work out right CES-DC
65472-3,Scared CES-DC
65473-1,Not sleep well CES-DC
6547-4,RV Spec Cult
65474-9,Happy CES-DC
65475-6,Quiet CES-DC
65476-4,Felt lonely CES-DC
65477-2,Kids not friendly CES-DC
65478-0,Had good time CES-DC
65479-8,Felt like crying CES-DC
65480-6,Felt sad CES-DC
65481-4,People didn't like me CES-DC
6548-2,RUBV Ser Cult
65482-2,Hard to get started CES-DC
65483-0,Depression 2W lifetime CIDI-SF
65484-8,Depression lost interest CIDI-SF
65485-5,Depression D length CIDI-SF
65486-3,Depression how often CIDI-SF
65487-1,Depression tired CIDI-SF
65488-9,Depression weight gain loss CIDI-SF
65489-7,Weight gain CIDI-SF
6549-0,SLEV Ag Ser-aCnc
65490-5,Weight loss amount CIDI-SF
65491-3,Depression trouble sleeping QIDS
65492-1,Depression trouble concentrating CIDI-SF
65493-9,Depression feel worthless CIDI-SF
65494-7,Depression thoughts of death CIDI-SF
65495-4,Depression number Ws CIDI-SF
65496-2,Depression number >2Ws CIDI-SF
65497-0,Depression age onset CIDI-SF
65498-8,Depression age last occurrence CIDI-SF
65499-6,Depression tell professional CIDI-SF
65500-1,Depression medication CIDI-SF
65501-9,Depression interfere activities CIDI-SF
65502-7,Falling asleep QIDS
65503-5,Sleep during night QIDS
65504-3,Waking too early QIDS
65505-0,Sleeping too much QIDS
65506-8,Feeling sad QIDS
65507-6,Decreased appetite past 7D QIDS
6550-8,S aureus Ab Ser-aCnc
65508-4,Increased appetite past 7D QIDS
65509-2,Decreased weight 2W [QIDS]
655-1,Acid fast Mod Kiny Stn Spec
65510-0,Increased weight 2W [QIDS]
65511-8,Concentration decision making QIDS
65512-6,View of myself QIDS
65513-4,Thoughts of death QIDS
65514-2,General interest QIDS
65515-9,Energy level QIDS
6551-6,Gp B Strep Ag Throat Ql IF
65516-7,Feeling slowed down QIDS
65517-5,Feeling restless QIDS
65518-3,Felt fat EDDS
65519-1,Fear gain weight EDDS
65520-9,Weight self esteem EDDS
65521-7,Shape self esteem EDDS
65522-5,Eaten large amt food EDDS
65523-3,Couldn't stop eating EDDS
6552-4,S pneum Ab Ser Ql IA
65524-1,6Mo D control loss EDDS
65525-8,3Mo D control loss EDDS
65526-6,Specific how long fears CIDI-SF
65527-4,Limited do things because vision PhenX
65528-2,More help because vision PhenX
65529-0,Corneal vertex Eye PhenX
65530-8,GAD longest time worried CIDI-SF
65531-6,GADstronger worry than others CIDI-SF
6553-2,S pneum Ag CSF Ql IF
65532-4,GAD worry most Ds CIDI-SF
65533-2,GAD worry one particular thing CIDI-SF
65534-0,GAD difficult to stop worry CIDI-SF
65535-7,GAD different worries same time CIDI-SF
65536-5,GAD worry always on mind CIDI-SF
65537-3,GAD difficult control worry CIDI-SF
65538-1,GAD take medication CIDI-SF
65539-9,GAD interfere activities CIDI-SF
6554-0,S pneum Ag Spt Ql IF
65540-7,Specific upset with self CIDI-SF
65541-5,How long fears Mo CIDI-SF
65542-3,Specific interfere activities CIDI-SF
65543-1,Upset with self ever CIDI-SF
65544-9,Have autoimmune diseases PhenX
65545-6,Diabetes problem relative PhenX
65546-4,Diabetes problem PhenX
65547-2,Work during D PhenX
65548-0,Normal schedule PhenX
65549-8,Normal schedule other PhenX
65550-6,What shift PhenX
65551-4,Bedtime PhenX
65552-2,Fall asleep PhenX
65553-0,Wake up school work day PhenX
65554-8,Time to wake up PhenX
65555-5,Alarm clock PhenX
65556-3,Difficulty waking up PhenX
6555-7,S pneum Ag Spec Ql IF
65557-1,Methods besides alarm PhenX
65558-9,Methods besides alarm other PhenX
65559-7,Waking up confused PhenX
65560-5,Fully awaken nap PhenX
65561-3,Amount sleep night nRate PhenX
65562-1,Follow same sleep schedule PhenX
65563-9,Hs sleep needed nRate PhenX
65564-7,Feel refreshed PhenX
6556-5,Deprecated S pyo Ag Throat Ql EIA
65565-4,Remember dreams PhenX
65566-2,Naps PhenX
65567-0,Naptime PhenX
65568-8,Amount sleep naptime PhenX
65569-6,Difficulty waking naps PhenX
65570-4,Dream nap PhenX
65571-2,Nap dreams intense PhenX
65572-0,Adapt sleep loss 3h PhenX
6557-3,S pyo Ag Throat Ql IF
65573-8,Loss of sleep affect mood PhenX
65574-6,Loss of sleep recovery PhenX
65575-3,Prefer regular sleep schedule PhenX
65576-1,No sleep schedule feel off PhenX
65577-9,Jet lag west PhenX
65578-7,Sleep loss affect mood how PhenX
65579-5,Jet lag east PhenX
65580-3,Morning or evening person PhenX
6558-1,S pyo Ag Spec Ql IA
65581-1,Morning evening person PhenX
65582-9,Morning evening preference PhenX
65583-7,Sleep time vacation PhenX
65585-2,Similar sleep wake time vacation PhenX
65586-0,Wake on own vacation PhenX
65587-8,Force self asleep early PhenX
65589-4,Force self asleep early difficult PhenX
65590-2,Change sleep schedule difficulty PhenX
65591-0,Last Y longest period PhenX
65592-8,Age sleep W/O adjust schedule PhenX
65593-6,Age last episode PhenX
65594-4,Currently experience problems PhenX
65595-1,Getting to sleep work problems PhenX
65596-9,Staying asleep work problems PhenX
65597-7,Back sleep work problems PhenX
65598-5,Past Y sleep difficulty PhenX
6559-9,S pyo Ag Spec Ql IF
65599-3,Past Y awake night PhenX
65600-9,Past Y awake too early PhenX
65601-7,Look at clock PhenX
65602-5,Unusual bed difficult PhenX
65603-3,No explanation PhenX
65604-1,Pregnancy sleep difficulty PhenX
65605-8,Menopause sleep difficulty PhenX
65606-6,Before menstruation diff sleep PhenX
6560-7,P ovale Ab Ser-aCnc
65607-4,During menstruation diff sleep PhenX
65608-2,# times sleep difficulty PhenX
65609-0,Age first sleep difficulty PhenX
65610-8,Age last sleep difficulty PhenX
65611-6,Current insomnia PhenX
65612-4,Insomnia freq nRate PhenX
65613-2,Sleepy interrupt D PhenX
65614-0,Sleepy interrupt activ times nRate PhenX
6561-5,T pallidum IgG Ser Ql
65615-7,Longest period interrupt activ PhenX
65616-5,Freq desire to sleep PhenX
65617-3,Daytime desire to sleep PhenX
65618-1,Longest period desire to sleep PhenX
65619-9,Nap refreshing PhenX
65620-7,Nap refreshing describe PhenX
65621-5,Sleepier than others PhenX
65622-3,Muscle weakness laugh PhenX
6562-3,T pallidum IgM Ser Ql
65623-1,Muscle weakness angry PhenX
65624-9,Muscle weakness joke PhenX
65625-6,Act out dreams PhenX
65626-4,Act out dreams freq nRate PhenX
65627-2,Move in sleep PhenX
65628-0,Memory move in sleep PhenX
65629-8,Moving disrupt sleep PhenX
65630-6,Move which part night PhenX
6563-1,T spiralis IgG Ser Ql IA
65631-4,Sleep loss affect irritable PhenX
65632-2,cloZAPine+Nor pnl SerPl
65633-0,HBV surface Ag SerPl Ql Cfm
65634-8,Creatinine 24H UR pnl 24h Ur
65635-5,Panic specific situations CIDI-SF
65637-1,Finger-nose-finger left PhenX
65638-9,Open close left hand PhenX
65639-7,Pronate supinate left hand PhenX
65640-5,Tap left foot PhenX
65641-3,Activity makes breathless PhenX
65642-1,Activity makes breathless ever PhenX
65643-9,Relative humidity
65644-7,BTPS factor PhenX
65645-4,Reviewer initials
65646-2,SaO2% Device Manufacturer name
65647-0,City Facility
65648-8,Deprecated Zip-post code Facility
6564-9,T vaginalis Genital Ql CF
65649-6,Country Facility
65650-4,Email address Facility
65651-2,Facility Phone #
65652-0,Testing facility name
65653-8,Test challenge type Respiratory
65654-6,Extrapolated volume Respiratory
65655-3,FEV6
6565-6,T vaginalis Genital Ql Wet Prep
65656-1,FEV6 Predicted
65657-9,Deprecated FEV1/predicted FVC
65658-7,FEV1/FEV6 Predicted
65660-3,Original sampling interval PhenX
65661-1,Data points PhenX
65662-9,Flow time data point PhenX
65663-7,Sex partner with vasectomy PhenX
6566-4,T vaginalis Ag Genital Ql IA
65664-5,Sex partner withdrawal PhenX
65665-2,Doctor reported child vision prob PhenX
65666-0,Tx child receive Dr. reported PhenX
65667-8,Tx child receive Dr. reported date PhenX
65668-6,Dr. told child vision prob ever PhenX
65669-4,Begin glasses contact lenses date PhenX
65670-2,Blood relative eye problem PhenX
65671-0,Other treatment eye problem PhenX
6567-2,T vaginalis Ag Genital Ql IF
65672-8,Receive glaucoma tx PhenX
65673-6,Relatives have eye problem PhenX
65674-4,Sleep loss affect irritable how PhenX
65675-1,Sleep loss affect work done PhenX
65676-9,Sleep loss affect work how PhenX
65677-7,Sleep loss affect eating PhenX
65678-5,Sleep loss affect eating how PhenX
65679-3,Sleep loss affect desire sweets PhenX
6568-0,T vaginalis rRNA Genital Ql Probe
65680-1,Sleep loss affect sweets how PhenX
65681-9,Treatment glaucoma PhenX
65682-7,Things diff falling asleep PhenX
65683-5,Diff d/t falling asleep ever PhenX
65684-3,Difficulty anxiety PhenX
65685-0,Events with insomnia PhenX
65686-8,Events with insomnia ever PhenX
65687-6,Other meds with insomnia PhenX
65688-4,Changing schedule with insomnia PhenX
65689-2,Noisy surroundings with insomnia PhenX
656-9,ZN Stn Spec
65690-0,Stress with insomnia PhenX
65691-8,Other disturbances with insomnia PhenX
65692-6,Emotional condition with insomnia PhenX
65693-4,Other med condition with insomnia PhenX
65695-9,Finger taps - right UPDRS
65696-7,Finger taps - left UPDRS
65697-5,Hand movements - right UPDRS
6569-8,VZV IgG Titr Ser IF
65698-3,Hand movements - left UPDRS
65699-1,Rapid alt hand move - R
65700-7,Rapid alt hand move - L
65701-5,Leg agility - right UPDRS
65702-3,Leg agility - left UPDRS
65703-1,Arising from chair UPDRS
65704-9,Posture UPDRS
65705-6,Gait - parkinsons UPDRS
6570-6,VZV IgM Titr Ser IF
65706-4,Postural stability UPDRS
65707-2,Ext LE symp PhenX
65708-0,Motor symptoms - legs PhenX
65709-8,Motor symptoms - arms PhenX
65710-6,Pin sensibility PhenX
65711-4,Vibration PhenX
65712-2,Strength - legs PhenX
65713-0,Strength - arms PhenX
6571-4,VEEV Ab Ser-aCnc
65714-8,Ulnar CMAP PhenX
65715-5,Ulnar CMAP median PhenX
65716-3,Ulnar SNAP PhenX
65717-1,Ulnar SNAP median PhenX
65718-9,Physician dx stroke PhenX
65719-7,Date stroke occurred PhenX
65720-5,Sudden loss of speech PhenX
65721-3,Episode occur suddenly PhenX
6572-2,VEEV Ag Ser Ql IA
65722-1,Speech change PhenX
65723-9,Describe speech change PhenX
65724-7,Things with change in speech PhenX
65725-4,Things with change speech occur PhenX
65726-2,Side affected PhenX
65727-0,Visual disturbance description PhenX
65728-8,Sudden vision loss blurring PhenX
65729-6,Things with vision loss blurring PhenX
6573-0,VEEV Ag Ser Ql IF
65730-4,Things vision loss occur PhenX
65731-2,Double vision PhenX
65732-0,Double vision 1 eye PhenX
65733-8,Things with double vision PhenX
65734-6,Things with double vision occur PhenX
65735-3,Sudden numbness tingling PhenX
65736-1,Numbness tingling certain position PhenX
65737-9,Body part PhenX
65738-7,Body part affected PhenX
65739-5,Sensation spread PhenX
65740-3,Things with tingling PhenX
65741-1,Things with tingling occur PhenX
65742-9,Paralysis or weakness PhenX
65743-7,Things with paralysis weakness PhenX
65744-5,Things paralysis weakness occur PhenX
65745-2,Sudden Dizzi Loss bal Spin PhenX
65746-0,Dizziness change position only PhenX
65747-8,Things with dizziness loss balance PhenX
6574-8,E coli VTN1 Stl Ql
65748-6,Things dizziness balance occur PhenX
65749-4,Trouble seeing PhenX
65750-2,Drugs of Abuse 5 Pnl Ur Scn
65751-0,Muscle Path Bx report
65752-8,Liver Path Bx report
65753-6,Cervix Path Bx report
65754-4,Skin Path Bx report
6575-5,E coli VTN1 Ab Titr Stl Nt
65755-1,Rectum Path Bx report
65756-9,Salmonella serovar Islt
65757-7,Kidney Path Bx report
65758-5,T-cell CD4 subset pnl Bld
65759-3,T-cell subsets CD4+CD8 pnl Bld
65761-9,Lymph subset interp Bld FC-Imp
65762-7,Hantavirus Ag Tiss Ql ImStn
6576-3,E coli VTN2 Stl Ql
65763-5,N men Ag Tiss Ql ImStn
65764-3,Kiwi (nAct d) 5 IgE Qn
65765-0,Hazelnut (nCor a) 9 IgE Qn
65766-8,English Walnut (nJug r) 1 IgE Qn
65767-6,English Walnut (nJug r) 2 IgE Qn
65768-4,English Walnut (nJug r) 3 IgE Qn
65769-2,Peanut (nAra h) 1 IgE Qn
657-7,AO Stn Spec
65770-0,Peanut (nAra h) 2 IgE Qn
6577-1,E coli VTN2 Ab Titr Stl Nt
65771-8,Peanut (nAra h) 3 IgE Qn
65772-6,Soybean (nGly m) 6 IgE Qn
65773-4,Buckwheat (nFag e) 2 IgE Qn
65774-2,Wheat (nTri a) aA/TI IgE Qn
65775-9,Bermuda grass (nCyn d) 1 IgE Qn
65776-7,Silver birch (nBet v) 1 IgE Qn
65777-5,Japanese Cedar (nCry j) 1 IgE Qn
65778-3,Arizona Cypress (nCup a) 1 IgE Qn
65779-1,Olive (nOle e) 7 IgE Qn
65780-9,Olive (rOle e) 9 IgE Qn
65781-7,London Plane (nPla a) 2 IgE Qn
65782-5,Common ragweed (nAmb a) 1 IgE Qn
65783-3,Mugwort (nArt v) 3 IgE Qn
65784-1,Saltwort (nSal k) 1 IgE Qn
65785-8,Chicken CSA (nGal d) 5 IgE Qn
65786-6,Shrimp (nPen m) 2 IgE Qn
65787-4,Shrimp (nPen m) 4 IgE Qn
65788-2,Horse serum albumin (nEqu c) 3 IgE Qn
6578-9,Vibrio Bld Cult
65789-0,Mouse lipocain (nMus m) 1 IgE Qn
65790-8,D farinae (nDer f) 1 IgE Qn
65791-6,Honey bee (nApi m) 4 IgE Qn
65792-4,Horseradish (nArm r) HRP IgE Qn
65793-2,Cockroach (nBla g) 7 IgE Qn
65794-0,Shrimp (nPen m) 1 IgE Qn
65795-7,Kiwi (nAct d) 1 IgE Qn
65796-5,Kiwi (nAct d) 2 IgE Qn
6579-7,Vibrio Stl Cult
65797-3,RFA Guided Artery-L Stent place
65798-1,RFA Guided Artery.-R Stent place
65799-9,RF Kdny-Bl 1V for cyst
65800-5,RF Kidney-L 1V for cyst
65801-3,RF Kidney-R 1V for cyst
65802-1,Deprecated SS v+Jugular v-L XRA W contr
65803-9,Deprecated SS v-L XRA W contr IV
65804-7,Deprecated SS v-R XRA W contr IV
6580-5,Vibrio Wat Cult
65805-4,Deprecated SS v+Jugular v-R XRA W contr
65806-2,Inhal chal W MECH IH Doc
6580-7,Deprecated Treponema XXX Cult
65807-0,Tapentadol Ur-mCnc
65808-8,Nortapentadol Ur-mCnc
65809-6,K kingae DNA Spec Ql NAA+probe
65810-4,SEPT9 gene methylation Plas Ql
65811-2,Body bradykinesia - hypokinesia UPDRS
65812-0,Parts of vision affected PhenX
6581-3,Vibrio Spec Cult
65814-6,Girls number PhenX
65815-3,Boys number PhenX
